1,White Tin,227,227,230,E3E3E6
2,Tin,215,215,216,D7D7D8
3,Medium Tin,184,184,187,B8B8BB
4,Dark Tin,174,174,177,AEAEB1
5,Light Driftwood,227,204,190,E3CCBE
6,Medium Light Driftwood,220,198,184,DCC6B8
7,Driftwood,143,123,110,8F7B6E
8,Dark Driftwood,106,80,70,6A5046
9,Very Dark Cocoa,85,32,14,552014
10,Very Light Tender Green,237,254,217,EDFED9
11,Light Tender Green,226,237,181,E2EDB5
12,Tender Green,205,217,154,CDD99A
13,Medium Light Nile Green,191,246,224,BFF6E0
14,Pale Apple Green,208,251,178,D0FBB2
15,Apple Green,209,237,164,D1EDA4
16,Light Chartreuse,201,194,88,C9C258
17,Light Yellow Plum,229,226,114,E5E272
18,Yellow Plum,217,213,109,D9D56D
19,Medium Light Autumn Gold,247,201,95,F7C95F
20,Shrimp,247,175,147,F7AF93
21,Light Alizarin,215,153,130,D79982
22,Alizarin,188,96,78,BC604E
23,Apple Blossom,237,226,237,EDE2ED
24,White Lavender,224,215,238,E0D7EE
25,Ultra Light Lavender,218,210,233,DAD2E9
26,Pale Lavender,215,202,230,D7CAE6
27,White Violet,240,238,249,F0EEF9
28,Medium Light Eggplant,144,134,169,9086A9
29,Eggplant,103,64,118,674076
30,Medium Light Blueberry,125,119,165,7D77A5
31,Blueberry,80,81,141,50518D
32,Dark Blueberry,77,46,138,4D2E8A
33,Fuschia,156,89,158,9C599C
34,Dark Fuschia,125,48,100,7D3064
35,Very Dark Fuschia,70,5,45,46052D
150,Dusty Rose Ult Vy Dk,171,2,73,AB0249
151,Dusty Rose Vry Lt,240,206,212,F0CED4
152,Shell Pink Med Light,226,160,153,E2A099
153,Violet Very Light,230,204,217,E6CCD9
154,Grape Very Dark,87,36,51,572433
155,Blue Violet Med Dark,152,145,182,9891B6
156,Blue Violet Med Lt,163,174,209,A3AED1
157,Cornflower Blue Vy Lt,187,195,217,BBC3D9
158,Cornflower Blu M V D,76,82,110,4C526E
159,Blue Gray Light,199,202,215,C7CAD7
160,Blue Gray Medium,153,159,183,999FB7
161,Blue Gray,120,128,164,7880A4
162,Blue Ultra Very Light,219,236,245,DBECF5
163,Celadon Green Md,77,131,97,4D8361
164,Forest Green Lt,200,216,184,C8D8B8
165,Moss Green Vy Lt,239,244,164,EFF4A4
166,Moss Green Md Lt,192,200,64,C0C840
167,Yellow Beige V Dk,167,124,73,A77C49
168,Pewter Very Light,209,209,209,D1D1D1
169,Pewter Light,132,132,132,848484
208,Lavender Very Dark,131,91,139,835B8B
209,Lavender Dark,163,123,167,A37BA7
210,Lavender Medium,195,159,195,D29FC3
211,Lavender Light,227,203,227,E3CBE3
221,Shell Pink Vy Dk,136,62,67,883E43
223,Shell Pink Light,204,132,124,CC847C
224,Shell Pink Very Light,235,183,175,EBB7AF
225,Shell Pink Ult Vy Lt,255,223,213,FFDFD7
300,Mahogany Vy Dk,111,47,0,6F2F00
301,Mahogany Med,179,95,43,B35F2B
304,Red Medium,183,31,51,B71F33
307,Lemon,253,237,84,FDED54
309,Rose Dark,86,74,74,BA4A4A
310,Black,0,0,0,0
311,Wedgewood Ult VyDk,28,80,102,1C5066
312,Baby Blue Very Dark,53,102,139,35668B
315,Antique Mauve Md Dk,129,73,82,814952
316,Antique Mauve Med,183,115,127,B7737F
317,Pewter Gray,108,108,108,6C6C6C
318,Steel Gray Lt,171,171,171,ABABAB
319,Pistachio Grn Vy Dk,32,95,46,205F2E
320,Pistachio Green Med,105,136,90,69885A
321,Red,199,43,59,C72B3B
322,Baby Blue Dark,90,143,184,5A8FB8
326,Rose Very Dark,179,59,75,B33B4B
327,Violet Dark,99,54,102,633666
333,Blue Violet Very Dark,92,84,120,5C5478
334,Baby Blue Medium,115,159,193,739FC1
335,Rose,238,84,110,EE546E
336,Navy Blue,37,59,115,253B73
340,Blue Violet Medium,173,167,199,ADA7C7
341,Blue Violet Light,183,191,221,B7BFDD
347,Salmon Very Dark,191,45,45,BF2D2D
349,Coral Dark,210,16,53,D21035
350,Coral Medium,224,72,72,E04848
351,Coral,233,106,103,E96A67
352,Coral Light,253,156,151,FD9C97
353,Peach,254,215,204,FED7CC
355,Terra Cotta Dark,152,68,54,984436
356,Terra Cotta Med,197,106,91,C56A5B
367,Pistachio Green Dk,97,122,82,617A52
368,Pistachio Green Lt,166,194,152,A6C298
369,Pistachio Green Vy Lt,215,237,204,D7EDCC
370,Mustard Medium,184,157,100,B89D64
371,Mustard,191,166,113,BFA671
372,Mustard Lt,204,183,132,CCB784
400,Mahogany Dark,143,67,15,8F430F
402,Mahogany Vy Lt,247,167,119,F7A777
407,Desert Sand Med,187,129,97,BB8161
413,Pewter Gray Dark,86,86,86,565656
414,Steel Gray Dk,140,140,140,8C8C8C
415,Pearl Gray,211,211,214,D3D3D6
420,Hazelnut Brown Dk,160,112,66,A07042
422,Hazelnut Brown Lt,198,159,123,C69F7B
433,Brown Med,122,69,31,7A451F
434,Brown Light,152,94,51,985E33
435,Brown Very Light,184,119,72,B87748
436,Tan,203,144,81,CB9051
437,Tan Light,228,187,142,E4BB8E
444,Lemon Dark,255,214,0,FFD600
445,Lemon Light,255,251,139,FFFB8B
451,Shell Gray Dark,145,123,115,917B73
452,Shell Gray Med,192,179,174,C0B3AE
453,Shell Gray Light,215,206,203,D7CECB
469,Avocado Green,114,132,60,72843C
470,Avocado Grn Lt,148,171,79,94AB4F
471,Avocado Grn V Lt,174,191,121,AEBF79
472,Avocado Grn U Lt,216,228,152,D8E498
498,Red Dark,167,19,43,A7132B
500,Blue Green Vy Dk,4,77,51,044D33
501,Blue Green Dark,57,111,82,396F52
502,Blue Green,91,144,113,5B9071
503,Blue Green Med,123,172,148,7BAC94
504,Blue Green Vy Lt,196,222,204,C4DECC
505,Jade Green,51,131,98,338362
517,Wedgewood Dark,59,118,143,3B768F
518,Wedgewood Light,79,147,167,4F93A7
519,Sky Blue,126,177,200,7EB1C8
520,Fern Green Dark,102,109,79,666D4F
522,Fern Green,150,158,126,969E7E
523,Fern Green Lt,171,177,151,ABB197
524,Fern Green Vy Lt,196,205,172,C4CDAC
535,Ash Gray Vy Lt,99,100,88,636458
543,Beige Brown Ult Vy Lt,242,227,206,F2E3CE
550,Violet Very Dark,92,24,78,5C184E
552,Violet Medium,128,58,107,803A6B
553,Violet,163,99,139,A3638B
554,Violet Light,219,179,203,DBB3CB
561,Celadon Green VD,44,106,69,2C6A45
562,Jade Medium,83,151,106,53976A
563,Jade Light,143,192,152,8FC098
564,Jade Very Light,167,205,175,A7CDAF
580,Moss Green Dk,136,141,51,888D33
581,Moss Green,167,174,56,A7AE38
597,Turquoise,91,163,179,5BA3B3
598,Turquoise Light,144,195,204,90C3CC
600,Cranberry Very Dark,205,47,99,CD2F63
601,Cranberry Dark,209,40,106,D1286A
602,Cranberry Medium,226,72,116,E24874
603,Cranberry,255,164,190,FFA4BE
604,Cranberry Light,255,176,190,FFB0BE
605,Cranberry Very Light,255,192,205,FFC0CD
606,Bright Orange Red,250,50,3,FA3203
608,Burnt Orange Bright,253,93,53,FD5D35
610,Drab Brown Dk,121,96,71,796047
611,Drab Brown,150,118,86,967656
612,Drab Brown Lt,188,154,120,BC9A78
613,Drab Brown V Lt,220,196,170,DCC4AA
632,Desert Sand Ult Vy Dk,135,85,57,875539
640,Beige Gray Vy Dk,133,123,97,857B61
642,Beige Gray Dark,164,152,120,A49878
644,Beige Gray Med,221,216,203,DDD8CB
645,Beaver Gray Vy Dk,110,101,92,6E655C
646,Beaver Gray Dk,135,125,115,877D73
647,Beaver Gray Med,176,166,156,B0A69C
648,Beaver Gray Lt,188,180,172,BCB4AC
666,Bright Red,227,29,66,E31D42
676,Old Gold Lt,229,206,151,E5CE97
677,Old Gold Vy Lt,245,236,203,F5ECCB
680,Old Gold Dark,188,141,14,BC8D0E
699,Green,5,101,23,56517
700,Green Bright,7,115,27,07731B
701,Green Light,63,143,41,3F8F29
702,Kelly Green,71,167,47,47A72F
703,Chartreuse,123,181,71,7BB547
704,Chartreuse Bright,158,207,52,9ECF34
712,Cream,255,251,239,FFFBEF
718,Plum,156,36,98,9C2462
720,Orange Spice Dark,229,92,31,E55C1F
721,Orange Spice Med,242,120,66,F27842
722,Orange Spice Light,247,151,111,F7976F
725,Topaz Med Lt,255,200,64,FFC840
726,Topaz Light,253,215,85,FDD755
727,Topaz Vy Lt,255,241,175,FFF1AF
728,Topaz,228,180,104,E4B468
729,Old Gold Medium,208,165,62,D0A53E
730,Olive Green V Dk,130,123,48,827B30
731,Olive Green Dk,147,139,55,938B37
732,Olive Green,148,140,54,948C36
733,Olive Green Md,188,179,76,BCB34C
734,Olive Green Lt,199,192,119,C7C077
738,Tan Very Light,236,204,158,ECCC9E
739,Tan Ult Vy Lt,248,228,200,F8E4C8
740,Tangerine,255,139,0,FF8B00
741,Tangerine Med,255,163,43,FFA32B
742,Tangerine Light,255,191,87,FFBF57
743,Yellow Med,254,211,118,FED376
744,Yellow Pale,255,231,147,FFE793
745,Yellow Pale Light,255,233,173,FFE9AD
746,Off White,252,252,238,FCFCEE
747,Peacock Blue Vy Lt,229,252,253,E5FCFD
754,Peach Light,247,203,191,F7CBBF
758,Terra Cotta Vy Lt,238,170,155,EEAA9B
760,Salmon,245,173,173,F5ADAD
761,Salmon Light,255,201,201,FFC9C9
762,Pearl Gray Vy Lt,236,236,236,ECECEC
772,Yellow Green Vy Lt,228,236,212,E4ECD4
775,Baby Blue Very Light,217,235,241,D9EBF1
776,Pink Medium,252,176,185,FCB0B9
777,Raspberry Very Dark,145,53,70,913546
778,Antique Mauve Vy Lt,223,179,187,DFB3BB
779,Cocoa Dark,98,75,69,624B45
780,Topaz Ultra Vy Dk,148,99,26,94631A
781,Topaz Very Dark,162,109,32,A26D20
782,Topaz Dark,174,119,32,AE7720
783,Topaz Medium,206,145,36,CE9124
791,Cornflower Blue V D,70,69,99,464563
792,Cornflower Blue Dark,85,91,123,555B7B
793,Cornflower Blue Med,112,125,162,707DA2
794,Cornflower Blue Light,143,156,193,8F9CC1
796,Royal Blue Dark,17,65,109,11416D
797,Royal Blue,19,71,125,13477D
798,Delft Blue Dark,70,106,142,466A8E
799,Delft Blue Medium,116,142,182,748EB6
800,Delft Blue Pale,192,204,222,C0CCDE
801,Coffee Brown Dk,101,57,25,653919
803,Baby Blue Ult Vy Dk,44,89,124,2C597C
806,Peacock Blue Dark,61,149,165,3D95A5
807,Peacock Blue,100,171,186,64ABBA
809,Delft Blue,148,168,198,94A8C6
813,Blue Light,161,194,215,A1C2D7
814,Garnet Dark,123,0,27,7B001B
815,Garnet Medium,135,7,31,87071F
816,Garnet,151,11,35,970B23
817,Coral Red Very Dark,187,5,31,BB051F
818,Baby Pink,255,223,217,FFDFD9
819,Baby Pink Light,255,238,235,FFEEEB
820,Royal Blue Very Dark,14,54,92,0E365C
822,Beige Gray Light,231,226,211,E7E2D3
823,Navy Blue Dark,33,48,99,213063
824,Blue Very Dark,57,105,135,396987
825,Blue Dark,71,129,165,4781A5
826,Blue Medium,107,158,191,6B9EBF
827,Blue Very Light,189,221,237,BDDDED
828,Sky Blue Vy Lt,197,232,237,C5E8ED
829,Golden Olive Vy Dk,126,107,66,7E6B42
830,Golden Olive Dk,141,120,75,8D784B
831,Golden Olive Md,170,143,86,AA8F56
832,Golden Olive,189,155,81,BD9B51
833,Golden Olive Lt,200,171,108,C8AB6C
834,Golden Olive Vy Lt,219,190,127,DBBE7F
838,Beige Brown Vy Dk,89,73,55,594937
839,Beige Brown Dk,103,85,65,675541
840,Beige Brown Med,154,124,92,9A7C5C
841,Beige Brown Lt,182,155,126,B69B7E
842,Beige Brown Vy Lt,209,186,161,D1BAA1
844,Beaver Gray Ult Dk,72,72,72,484848
869,Hazelnut Brown V Dk,131,94,57,835E39
890,Pistachio Grn Ult V D,23,73,35,184923
891,Carnation Dark,255,87,115,FF5773
892,Carnation Medium,255,121,140,FF798C
893,Carnation Light,252,144,162,FC90A2
894,Carnation Very Light,255,178,187,FFB2BB
895,Hunter Green Vy Dk,27,83,0,1B5300
898,Coffee Brown Vy Dk,73,42,19,492A13
899,Rose Medium,242,118,136,F27688
900,Burnt Orange Dark,209,88,7,D15807
902,Garnet Very Dark,130,38,55,822637
904,Parrot Green V Dk,85,120,34,557822
905,Parrot Green Dk,98,138,40,628A28
906,Parrot Green Md,127,179,53,7FB335
907,Parrot Green Lt,199,230,102,C7E666
909,Emerald Green Vy Dk,21,111,73,156F49
910,Emerald Green Dark,24,126,86,187E56
911,Emerald Green Med,24,144,101,189065
912,Emerald Green Lt,27,157,107,1B9D6B
913,Nile Green Med,109,171,119,6DAB77
915,Plum Dark,130,0,67,820043
917,Plum Medium,155,19,89,9B1359
918,Red?Copper Dark,130,52,10,82340A
919,Red?Copper,166,69,16,A64510
920,Copper Med,172,84,20,AC5414
921,Copper,198,98,24,C66218
922,Copper Light,226,115,35,E27323
924,Gray Green Vy Dark,86,106,106,566A6A
926,Gray Green Med,152,174,174,98AEAE
927,Gray Green Light,189,203,203,BDCBCB
928,Gray Green Vy Lt,221,227,227,DDE3E3
930,Antique Blue Dark,69,92,113,455C71
931,Antique Blue Medium,106,133,158,6A859E
932,Antique Blue Light,162,181,198,A2B5C6
934,Avocado Grn Black,49,57,25,313919
935,Avocado Green Dk,66,77,33,424D21
936,Avocado Grn V Dk,76,88,38,4C5826
937,Avocado Green Md,98,113,51,627133
938,Coffee Brown Ult Dk,54,31,14,361F0E
939,Navy Blue Very Dark,27,40,83,1B2853
943,Green Bright Md,61,147,132,3D9384
945,Tawny,251,213,187,FBD5BB
946,Burnt Orange Med,235,99,7,EB6307
947,Burnt Orange,255,123,77,FF7B4D
948,Peach Very Light,254,231,218,FEE7DA
950,Desert Sand Light,238,211,196,EED3C4
951,Tawny Light,255,226,207,FFE2CF
954,Nile Green,136,186,145,88BA91
955,Nile Green Light,162,214,173,A2D6AD
956,Geranium,255,145,145,FF9191
957,Geranium Pale,253,181,181,FDB5B5
958,Sea Green Dark,62,182,161,3EB6A1
959,Sea Green Med,89,199,180,59C7B4
961,Dusty Rose Dark,207,115,115,CF7373
962,Dusty Rose Medium,230,138,138,E68A8A
963,Dusty Rose Ult Vy Lt,255,215,215,FFD7D7
964,Sea Green Light,169,226,216,A9E2D8
966,Jade Ultra Vy Lt,185,215,192,B9D7C0
967,Apricot Very Light,255,222,213,FFDED5
970,Pumpkin Light,247,139,19,F78B13
971,Pumpkin,246,127,0,F67F00
972,Canary Deep,255,181,21,FFB515
973,Canary Bright,255,227,0,FFE300
975,Golden Brown Dk,145,79,18,914F12
976,Golden Brown Med,194,129,66,C28142
977,Golden Brown Light,220,156,86,DC9C56
986,Forest Green Vy Dk,64,82,48,405230
987,Forest Green Dk,88,113,65,587141
988,Forest Green Med,115,139,91,738B5B
989,Forest Green,141,166,117,8DA675
991,Aquamarine Dk,71,123,110,477B6E
992,Aquamarine Lt,111,174,159,6FAE9F
993,Aquamarine Vy Lt,144,192,180,90C0B4
995,Electric Blue Dark,38,150,182,2696B6
996,Electric Blue Medium,48,194,236,30C2EC
3011,Khaki Green Dk,137,138,88,898A58
3012,Khaki Green Md,166,167,93,A6A75D
3013,Khaki Green Lt,185,185,130,B9B982
3021,Brown Gray Vy Dk,79,75,65,4F4B41
3022,Brown Gray Med,142,144,120,8E9078
3023,Brown Gray Light,177,170,151,B1AA97
3024,Brown Gray Vy Lt,235,234,231,EBEAE7
3031,Mocha Brown Vy Dk,75,60,42,4B3C2A
3032,Mocha Brown Med,179,159,139,B39F8B
3033,Mocha Brown Vy Lt,227,216,204,E3D8CC
3041,Antique Violet Medium,149,111,124,956F7C
3042,Antique Violet Light,183,157,167,B79DA7
3045,Yellow Beige Dk,188,150,106,BC966A
3046,Yellow Beige Md,216,188,154,D8BC9A
3047,Yellow Beige Lt,231,214,193,E7D6C1
3051,Green Gray Dk,95,102,72,5F6648
3052,Green Gray Md,136,146,104,889268
3053,Green Gray,156,164,130,9CA482
3064,Desert Sand,196,142,112,C48E70
3072,Beaver Gray Vy Lt,230,232,232,E6E8E8
3078,Golden Yellow Vy Lt,253,249,205,FDF9CD
3325,Baby Blue Light,184,210,230,B8D2E6
3326,Rose Light,251,173,180,FBADB4
3328,Salmon Dark,227,109,109,E36D6D
3340,Apricot Med,255,131,111,FF836F
3341,Apricot,252,171,152,FCAB98
3345,Hunter Green Dk,27,89,21,1B5915
3346,Hunter Green,64,106,58,406A3A
3347,Yellow Green Med,113,147,92,71935C
3348,Yellow Green Lt,204,217,177,CCD9B1
3350,Dusty Rose Ultra Dark,188,67,101,BC4365
3354,Dusty Rose Light,228,166,172,E4A6AC
3362,Pine Green Dk,94,107,71,5E6B47
3363,Pine Green Md,114,130,86,728256
3364,Pine Green,131,151,95,83975F
3371,Black Brown,30,17,8,1E1108
3607,Plum Light,197,73,137,C54989
3608,Plum Very Light,234,156,196,EA9CC4
3609,Plum Ultra Light,244,174,213,F4AED7
3685,Mauve Very Dark,136,21,49,881531
3687,Mauve,201,107,112,C96B70
3688,Mauve Medium,231,169,172,E7A9AC
3689,Mauve Light,251,191,194,FBBFC2
3705,Melon Dark,255,121,146,FF7992
3706,Melon Medium,255,173,188,FFADBC
3708,Melon Light,255,203,213,FFCBD5
3712,Salmon Medium,241,135,135,F18787
3713,Salmon Very Light,255,226,226,FFE2E2
3716,Dusty Rose Med Vy Lt,255,189,189,FFBDBD
3721,Shell Pink Dark,161,75,81,A14B51
3722,Shell Pink Med,188,108,100,BC6C64
3726,Antique Mauve Dark,155,91,102,9B5B66
3727,Antique Mauve Light,219,169,178,DBA9B2
3731,Dusty Rose Very Dark,218,103,131,DA6783
3733,Dusty Rose,232,135,155,E8879B
3740,Antique Violet Dark,120,87,98,785762
3743,Antique Violet Vy Lt,215,203,211,D7CBD3
3746,Blue Violet Dark,119,107,152,776B98
3747,Blue Violet Vy Lt,211,215,237,D3D7ED
3750,Antique Blue Very Dk,56,76,94,384C5E
3752,Antique Blue Very Lt,199,209,219,C7D1DB
3753,Antique Blue Ult Vy Lt,219,226,233,DBE2E9
3755,Baby Blue,147,180,206,92B4CE
3756,Baby Blue Ult Vy Lt,238,252,252,EEFCFC
3760,Wedgewood Med,62,133,162,3E85A2
3761,Sky Blue Light,172,216,226,ACD8E2
3765,Peacock Blue Vy Dk,52,127,140,347F8C
3766,Peacock Blue Light,153,207,217,99CFD9
3768,Gray Green Dark,101,127,127,657F7F
3770,Tawny Vy Light,255,238,227,FFEEE3
3771,Terra Cotta Ult Vy Lt,244,187,169,F4BBA9
3772,Desert Sand Vy Dk,160,108,80,A06C50
3773,Desert Sand Dark,182,117,82,B67552
3774,Desert Sand Vy Lt,243,225,215,F3E1D7
3776,Mahogany Light,207,121,57,CF7939
3777,Terra Cotta Vy Dk,134,48,34,863022
3778,Terra Cotta Light,217,137,120,D98978
3779,Rosewood Ult Vy Lt,248,202,200,F8CAC8
3781,Mocha Brown Dk,107,87,67,6B5743
3782,Mocha Brown Lt,210,188,166,D2BCA6
3787,Brown Gray Dark,98,93,80,625D50
3790,Beige Gray Ult Dk,127,106,85,7F6A55
3799,Pewter Gray Vy Dk,66,66,66,424242
3801,Melon Very Dark,231,73,103,E74967
3802,Antique Mauve Vy Dk,113,65,73,714149
3803,Mauve Dark,171,51,87,AB3357
3804,Cyclamen Pink Dark,224,40,118,E02876
3805,Cyclamen Pink,243,71,139,F3478B
3806,Cyclamen Pink Light,255,140,174,FF8CAE
3807,Cornflower Blue,96,103,140,60678C
3808,Turquoise Ult Vy Dk,54,105,112,366970
3809,Turquoise Vy Dark,63,124,133,3F7C85
3810,Turquoise Dark,72,142,154,488E9A
3811,Turquoise Very Light,188,227,230,BCE3E6
3812,Sea Green Vy Dk,47,140,132,2F8C84
3813,Blue Green Lt,178,212,189,B2D4BD
3814,Aquamarine,80,139,125,508B7D
3815,Celadon Green Dk,71,119,89,477759
3816,Celadon Green,101,165,125,65A57D
3817,Celadon Green Lt,153,195,170,99C3AA
3818,Emerald Grn Ult V Dk,17,90,59,115A3B
3819,Moss Green Lt,224,232,104,E0E868
3820,Straw Dark,223,182,95,DFB65F
3821,Straw,243,206,117,F3CE75
3822,Straw Light,246,220,152,F6DC98
3823,Yellow Ultra Pale,255,253,227,FFFDE3
3824,Apricot Light,254,205,194,FECDC2
3825,Pumpkin Pale,253,189,150,FDBD96
3826,Golden Brown,173,114,57,AD7239
3827,Golden Brown Pale,247,187,119,F7BB77
3828,Hazelnut Brown,183,139,97,B78B61
3829,Old Gold Vy Dark,169,130,4,A98204
3830,Terra Cotta,185,85,68,BC5544
3831,Raspberry Dark,179,47,72,B32F48
3832,Raspberry Medium,219,85,110,DB556E
3833,Raspberry Light,234,134,153,EA8699
3834,Grape Dark,114,55,93,72375D
3835,Grape Medium,148,96,131,946083
3836,Grape Light,186,145,170,BA91AA
3837,Lavender Ultra Dark,108,58,110,6C3A6E
3838,Lavender Blue Dark,92,114,148,5C7294
3839,Lavender Blue Med,123,142,171,7B8EAB
3840,Lavender Blue Light,176,192,218,B0C0DA
3841,Baby Blue Pale,205,223,237,CDDFED
3842,Wedgewood Vry Dk,50,102,124,32667C
3843,Electric Blue,20,170,208,14AAD0
3844,Turquoise Bright Dark,18,174,186,12AEBA
3845,Turquoise Bright Med,4,196,202,04C4CA
3846,Turquoise Bright Light,6,227,230,06E3E6
3847,Teal Green Dark,52,125,117,347D75
3848,Teal Green Med,85,147,146,419392
3849,Teal Green Light,82,179,164,52B3AE
3850,Green Bright Dk,55,132,119,378477
3851,Green Bright Lt,73,179,161,49B3A1
3852,Straw Very Dark,205,157,55,CD9D37
3853,Autumn Gold Dk,242,151,70,F29746
3854,Autumn Gold Med,242,175,104,F2AF68
3855,Autumn Gold Lt,250,211,150,FAD396
3856,Mahogany Ult Vy Lt,255,211,181,FFD3B5
3857,Rosewood Dark,104,37,26,68251A
3858,Rosewood Med,150,74,63,964A3F
3859,Rosewood Light,186,139,124,BA8B7C
3860,Cocoa,125,93,87,7D5D57
3861,Cocoa Light,166,136,129,A68881
3862,Mocha Beige Dark,138,110,78,8A6E4E
3863,Mocha Beige Med,164,131,92,A4835C
3864,Mocha Beige Light,203,182,156,CBB69C
3865,Winter White,249,247,241,F9F7F1
3866,Mocha Brn Ult Vy Lt,250,246,240,FAF6F0
B5200,Snow White,255,255,255,FFFFFF
Ecru,Ecru,240,234,218,F0EADA
White,White,252,251,248,FCFBF8